NetID,Name,Expected_Graduation,MajorID
cwalke2,Charles Walker,4.5,Engineering Technology & Management for Agricultural Systems
cwalke3,Connie Walker,2.0,Computer Science + Advertising
cwalker2,Connor Walker,2.5,Agricultural & Biological Engineering
cwall2,Christopher Wall,2.0,Accountancy
cwall3,Christian Wall,2.0,Strategy
cwalter2,Carl Walter,1.5,Agricultural & Biological Engineering
cwarne2,Christina Warner,1.5,Computer Science + Physics
cwashin2,Christy Washington,2.5,Management
cwat2,Carrie Watson,2.5,Neural Engineering
cwat3,Charles Watkins,3.5,Agronomy
cwatts2,Carrie Watts,3.0,Information Systems
cwe2,Christopher Weiss,2.5,Chemical Engineering
cwe3,Charles Weber,1.5,Dietetics and Nutrition
cwelch2,Cynthia Welch,5.0,Materials Science & Engineering
cwest2,Carrie West,3.0,Operations Management
cwhite2,Craig White,1.0,Plant Biotechnology
cwhite3,Chelsea White,3.5,Agricultural & Biological Engineering
cwi2,Charles Wilkerson,3.0,Secondary Education
cwi3,Cory Wilson,1.5,Industrial Engineering
cwig2,Carol Wiggins,1.5,Systems Engineering & Design
cwigg2,Cindy Wiggins,5.0,Bioengineering
cwil2,Charles Williams,3.0,Aerospace Engineering
cwil3,Christopher Williams,2.0,Engineering Mechanics
cwil4,Christopher Wiley,1.0,Management
cwil5,Charles Williams,2.5,Finance
cwil6,Carolyn Williams,4.5,Hospitality Management
cwil7,Carlos Williams,1.0,Computer Science + Animal Sciences
cwill2,Cheryl Williams,4.5,Sustainable Design
cwill3,Courtney Williams,4.0,Computer Science + Music
cwilli2,Cynthia Williams,3.5,Information Systems
cwilson2,Cynthia Wilson,1.5,Journalism
cwo2,Chad Woods,3.0,Finance
cwolf2,Carla Wolf,3.5,Middle Grades Education
cwong2,Cassandra Wong,5.0,Industrial Engineering
cwood2,Charles Wood,5.0,Human Development & Family Studies
cwood3,Charles Wood,3.5,Engineering Technology & Management for Agricultural Systems
cwoods2,Christopher Woods,5.0,Information Sciences + Data Science
cwr2,Charles Wright,4.0,Computer Science + Animal Sciences
cwri2,Cheryl Wright,3.5,Computer Science + Crop Sciences
cyo2,Catherine Yoder,3.5,Management
cyoung2,Curtis Young,2.5,Computer Science + Bioengineering
dad2,Debra Adkins,2.0,Physics
dadams2,Danielle Adams,2.0,Chemical Engineering
dal2,Douglas Alexander,1.5,Agronomy
dall2,Douglas Allen,5.0,Computer Science
dall3,Diana Allen,2.5,Dance
dallen2,Daniel Allen,4.0,Computer Science
dallen3,Donald Allen,3.0,Dietetics and Nutrition
dalva2,Daniel Alvarado,4.5,Computer Engineering
dander2,Daniel Anderson,1.0,Dietetics and Nutrition
danders2,Daniel Anderson,3.0,Dietetics and Nutrition
dayala2,Donald Ayala,3.0,Middle Grades Education
dba2,Daniel Ballard,3.0,Learning & Education Studies
dba3,Dennis Barrett,3.5,Sustainable Design
dbailey2,Dennis Bailey,4.5,Chemical Engineering
dban2,Danielle Banks,2.5,Dietetics and Nutrition
dbar2,Daniel Barton,2.0,Media & Cinema Studies
dbar3,Dana Barrett,4.0,Information Systems
dbates2,Deborah Bates,4.5,Computer Science + Music
dbauti2,David Bautista,1.0,Sustainable Design
dbe2,Denise Benjamin,5.0,Physics
dbe3,David Berry,1.0,Information Sciences + Data Science
dben2,Debra Benton,5.0,Nuclear
dbenso2,Devin Benson,2.0,Middle Grades Education
dberry2,Donna Berry,3.5,Finance + Data Science
dbi2,Darrell Bishop,5.0,Bioengineering
dblair2,Daniel Blair,1.0,Computer Science + Advertising
dbo2,David Bond,5.0,Dietetics and Nutrition
dbol2,Dylan Bolton,4.0,Accountancy
dbr2,Dennis Bryan,2.5,Human Development & Family Studies
dbr3,Denise Brandt,4.0,Sustainable Design
dbro2,David Browning,1.0,Innovation
dbro3,Diane Brown,3.0,Materials Science & Engineering
dbrow2,Darren Brown,1.0,Engineering Technology & Management for Agricultural Systems
dburk2,Deborah Burke,1.0,Kinesiology
dburns2,Doris Burns,3.0,Dietetics and Nutrition
dca2,David Castillo,5.0,Computer Science + Advertising
dca3,David Casey,2.0,Materials Science & Engineering
dcabr2,Douglas Cabrera,1.5,Agronomy
dcam2,Derrick Campbell,4.0,Information Sciences + Data Science
dcamp2,Donald Campbell,1.0,Learning & Education Studies
dcamp3,Dustin Campbell,1.0,Accountancy
dcampbe2,Dale Campbell,1.5,Civil Engineering
dcar2,Dale Carpenter,4.0,Early Childhood Education
dcarpen2,Daisy Carpenter,4.0,Computer Science + Bioengineering
dcarr2,Diana Carroll,1.0,Information Sciences + Data Science
dcast2,Danielle Castillo,2.0,Agricultural & Consumer Economics
dch2,Daniel Chung,3.5,Hospitality Management
dchapm2,Dawn Chapman,4.5,Environmental Engineering
dchrist2,Danielle Christian,2.0,Materials Science & Engineering
dcl2,David Clark,1.5,Computer Science
dclarke2,Daniel Clarke,2.5,Industrial Engineering
dclemen2,Douglas Clements,3.0,Operations Management
dcochr2,Dawn Cochran,1.0,Human Development & Family Studies
dcolem2,Dustin Coleman,3.0,Agronomy
dconwa2,Derek Conway,5.0,Dietetics and Nutrition
dcook2,David Cook,2.0,Computer Science + Bioengineering
dcox2,Denise Cox,2.0,Information Sciences
dcr2,Daniel Cruz,1.5,Computer Science + Animal Sciences
dcrawf2,Deborah Crawford,1.0,Marketing
dcun2,Deanna Cunningham,5.0,Chemistry
dcunni2,David Cunningham,3.0,Early Childhood Education
dda3,Derrick Daniels,2.5,Computer Science + Crop Sciences
ddawso2,David Dawson,2.0,Computer Science + Music
ddec2,Danielle Decker,4.0,Strategy
ddelg2,Danielle Delgado,2.5,Finance + Data Science
ddiaz2,David Diaz,2.5,Kinesiology
ddil2,Dillon Dillon,2.0,Dietetics and Nutrition
ddixon2,David Dixon,5.0,Strategy
dduff2,Darius Duffy,4.0,Kinesiology
ddunn2,Diane Dunn,2.5,Computer Science + Astronomy
deaton2,Danny Eaton,3.5,Operations Management
dest2,Dawn Estes,2.0,Agricultural & Consumer Economics
destr2,Daniel Estrada,3.0,Journalism
dever2,Diana Everett,1.0,Finance
dfar2,David Farrell,2.0,Food Science
dfarme2,Danny Farmer,4.5,Marketing
dferna2,David Fernandez,5.0,Teaching - Middle Grades Education
dfernan2,Diana Fernandez,4.5,Materials Science & Engineering
dfie2,Damon Fields,4.5,Middle Grades Education
dfiel2,David Fields,2.0,Middle Grades Education
dfig2,Debbie Figueroa,2.5,Dance
dfisher2,Derek Fisher,1.5,Finance + Data Science
dfisher3,Daniel Fisher,2.5,Information Sciences + Data Science
dford2,Donald Ford,1.0,Electrical Engineering
dfos2,Debra Foster,4.5,Information Systems
dfox2,David Fox,4.0,Engineering Mechanics
dfreema2,Danny Freeman,2.5,Advertising
dfrost2,Danielle Frost,4.5,Computer Science + Physics
dga2,Donald Garcia,4.0,Management
dga3,Danielle Gardner,2.5,Food Science
dga4,Dana Garrett,4.0,Accountancy + Data Science
dgar2,David Garcia,2.0,Innovation
dgar3,Daisy Garcia,3.0,Physics
dgarci2,Diana Garcia,2.0,Information Systems
dgarcia2,Dwayne Garcia,5.0,Finance
dgarcia3,Debra Garcia,4.5,Hospitality Management
dgarcia4,Debbie Garcia,2.5,Biochemistry
dgates2,Dawn Gates,4.0,Information Systems
dgeorge2,Debra George,5.0,Agronomy
dgibbs2,Dawn Gibbs,2.5,Human Development & Family Studies
dgibso2,Denise Gibson,3.5,Environmental Engineering
dgibso3,Dennis Gibson,3.5,Nuclear
dgilm2,Denise Gilmore,5.0,Engineering Mechanics
dglove2,Debra Glover,1.5,Electrical Engineering
dgom2,Donna Gomez,2.5,Teaching - Middle Grades Education
dgonz2,Douglas Gonzalez,3.0,Journalism
dgonza2,Denise Gonzalez,3.5,Special Education
dgor2,Danielle Gordon,4.0,Teaching - Middle Grades Education
dgor3,Daniel Gordon,5.0,Industrial Engineering
dgr2,David Green,2.0,Engineering Technology & Management for Agricultural Systems
dgre2,Diana Green,3.5,Media & Cinema Studies
dgreen2,Darrell Green,5.0,Innovation
dgriff2,Derrick Griffin,3.0,Engineering Mechanics
dgriffi2,David Griffin,1.0,Operations Management
dgross2,Dawn Gross,2.5,Early Childhood Education
dguti2,Dillon Gutierrez,2.5,Environmental Engineering
dha2,Douglas Hammond,5.0,Industrial Engineering
dhal2,Darrell Hall,4.0,Early Childhood Education
dham2,Donald Hamilton,3.5,Information Sciences + Data Science
dhamm2,Dominique Hammond,1.0,Advertising
dhampt2,Daniel Hampton,2.0,Mechanical Engineering
dhardy2,Dustin Hardy,2.0,Dance
dharri2,Donald Harris,4.0,Computer Engineering
dharri3,Daniel Harris,5.0,Biochemistry
dharris2,Damon Harris,1.0,Computer Science + Bioengineering
dharris3,Dennis Harris,3.0,Aerospace Engineering
dhaw2,Devin Hawkins,1.0,Information Sciences
dhay2,Daniel Hayes,3.0,Plant Biotechnology
dhe2,Donna Hernandez,2.5,Agricultural & Biological Engineering
dhenr2,Dominique Henry,1.0,Media & Cinema Studies
dherna2,Dawn Hernandez,1.5,Systems Engineering & Design
dherna3,Daniel Hernandez,2.0,Aerospace Engineering
dherna4,Devin Hernandez,4.5,Plant Biotechnology
dhernan2,Denise Hernandez,5.0,Journalism
dherrer2,David Herrera,1.0,Marketing
dhil2,Dorothy Hill,2.0,Aerospace Engineering
dhorn2,Deanna Horne,4.5,Neural Engineering
dhowa2,Danielle Howard,3.0,Agricultural & Consumer Economics
dhoward2,Donald Howard,2.5,Geology
dhowe2,Deborah Howe,2.5,Teaching - Middle Grades Education
dhu2,Debra Huff,4.0,Agricultural & Consumer Economics
dhu3,Daniel Hunt,2.5,Civil Engineering
dhuang2,Donald Huang,2.5,Special Education
dhubb2,Derrick Hubbard,1.0,Computer Science + Crop Sciences
dhudso2,Daniel Hudson,2.0,Computer Science + Music
dhugh2,David Hughes,2.0,Middle Grades Education
dhuynh2,David Huynh,5.0,Media & Cinema Studies
djac2,Drew Jackson,2.0,Agricultural & Biological Engineering
djackso2,David Jackson,4.0,Nutrition and Health
dje2,Dale Jenkins,4.5,Food Science
djenni2,David Jennings,1.0,Agronomy
djoh2,Derek Johnson,3.5,Environmental Engineering
djohn2,Daniel Johnson,2.5,Dance
djohn4,David Johnson,3.0,Supply Chain Management
djohns2,Debra Johnson,4.5,Dance
djohns3,Dana Johnson,2.0,Computer Engineering
djohns4,Debbie Johnson,1.5,Bioengineering
djones2,David Jones,2.0,Chemical Engineering
djord2,Donna Jordan,4.0,Industrial Engineering
djuare2,Daniel Juarez,3.5,Middle Grades Education
dkell2,Derek Kelley,5.0,Finance + Data Science
dkem2,David Kemp,4.5,Finance + Data Science
dkim2,David Kim,1.5,Early Childhood Education
dkim3,Desiree Kim,2.0,Engineering Mechanics
dking2,Deborah King,4.0,Journalism
dknigh2,Daniel Knight,3.0,Accountancy
dknight2,Denise Knight,4.0,Environmental Engineering
dkraus2,Darlene Krause,4.5,Innovation
dla2,Dwayne Larson,1.5,Geology
dlang2,Danielle Lang,2.0,Architectural Studies
dlar2,Daniel Larsen,4.0,Kinesiology
dlawso2,Debra Lawson,3.5,Computer Science + Animal Sciences
dle2,David Lee,2.0,Computer Science + Advertising
dle3,Derek Le,2.5,Dietetics and Nutrition
dlea2,Daniel Leach,1.5,Computer Science + Music
dlee2,David Lee,1.5,Finance
dlewis2,David Lewis,5.0,Finance + Data Science
dlo2,Douglas Long,4.0,Systems Engineering & Design
dlong2,Dylan Long,3.5,Strategy
dlope2,David Lopez,1.0,Food Science
dlowe2,Dalton Lowe,3.0,Finance + Data Science
dlucas2,David Lucas,4.0,Hospitality Management
dma2,David Martinez,2.5,Computer Science + Bioengineering
dmack2,David Mack,2.5,Computer Science + Animal Sciences
dmarsha2,Dominic Marshall,4.5,Sustainability in Food & Environmental Systems
dmarti2,Diane Martin,1.5,Learning & Education Studies
dmartin2,Danielle Martin,4.5,Supply Chain Management
dmartin3,Dylan Martin,4.5,Business + Data Science
dmason2,Daniel Mason,1.0,Agricultural & Consumer Economics
dmccoy2,David Mccoy,1.5,Chemical Engineering
dmcd2,Dawn Mcdonald,2.5,Athletic Training
dmcgee2,Deborah Mcgee,2.5,Information Systems
dmci2,Dan Mcintosh,2.5,Engineering Technology & Management for Agricultural Systems
dme2,David Meyer,5.0,Innovation
dmedin2,Dawn Medina,1.5,Agronomy
dmejia2,Deborah Mejia,1.5,Special Education
dmendo2,Destiny Mendoza,3.5,Biochemistry
dmendo3,Dana Mendoza,2.5,Teaching - Middle Grades Education
dmi2,Daniel Miller,3.0,Innovation
dmill2,Debbie Miller,5.0,Learning & Education Studies
dmo2,Donna Moore,2.5,Computer Science + Music
dmoon2,Dean Moon,1.5,Computer Science + Music
dmoor2,David Moore,4.5,Early Childhood Education
dmoore2,Daniel Moore,4.0,Elementary Education
dmoreno2,Diana Moreno,5.0,Environmental Engineering
dmorr2,Dana Morrison,5.0,Hospitality Management
dmorri2,Denise Morris,1.0,Management
dmorris2,Dylan Morris,4.0,Neural Engineering
dmoyer2,Diane Moyer,1.5,Physics
dmu2,Daniel Murillo,4.5,Accountancy
dmullen2,Dwayne Mullen,2.5,Computer Science + Crop Sciences
dnava2,Danielle Navarro,1.5,Electrical Engineering
dnels2,Deborah Nelson,1.5,Middle Grades Education
dnguye2,David Nguyen,4.0,Engineering Mechanics
dnguyen2,Diana Nguyen,5.0,Journalism
dnichol2,David Nichols,4.0,Agronomy
dnichol3,Donna Nichols,1.0,Journalism
dnune2,David Nunez,1.0,Computer Engineering
dnunez2,Danielle Nunez,1.0,Teaching - Middle Grades Education
dob2,Devin Obrien,1.0,Special Education
doc2,Daniel Oconnell,4.5,Elementary Education
donei2,David Oneill,2.5,Management
dowens2,Denise Owens,2.5,Chemistry
dpach2,David Pacheco,1.0,Information Sciences
dpadil2,Derrick Padilla,5.0,Computer Science + Crop Sciences
dpage2,David Page,3.0,Information Sciences
dpars2,Denise Parsons,3.0,Middle Grades Education
dpatte2,Daniel Patterson,1.5,Advertising
dpe2,David Pearson,1.5,Food Science
dpear2,Dana Pearson,3.5,Electrical Engineering
dper2,Denise Perez,3.0,Learning & Education Studies
dperry2,Daniel Perry,1.0,Plant Biotechnology
dphi2,David Phillips,3.5,Agronomy
dpoo2,Donna Poole,2.0,Food Science
dpor2,Daniel Porter,4.5,Computer Science + Advertising
dport2,Daniel Porter,5.0,Computer Science + Advertising
dport3,Danielle Porter,2.0,Marketing
dporte2,Donna Porter,3.5,Materials Science & Engineering
dpr2,Deborah Pratt,1.0,Secondary Education
dprin2,Deborah Prince,2.5,Marketing
dram2,Daniel Ramos,4.0,Mechanical Engineering
dre2,David Reyes,3.0,Finance + Data Science
dreed2,David Reed,5.0,Advertising
dreyn2,David Reynolds,3.0,Mechanical Engineering
dri2,Daniel Rios,4.5,Aerospace Engineering
driley2,Danielle Riley,4.5,Computer Engineering
driver2,Dawn Rivera,1.5,Computer Engineering
dro2,Derek Robbins,4.0,Supply Chain Management
droach2,David Roach,2.0,Agricultural & Biological Engineering
drob2,Donald Roberts,1.0,Athletic Training
drobe2,Danielle Roberts,2.0,Management
drober2,David Roberts,4.5,Learning & Education Studies
drobi2,Daniel Robinson,2.5,Aerospace Engineering
drogers2,Drew Rogers,3.5,Innovation
droja2,Diana Rojas,4.5,Information Systems
drolli2,Dylan Rollins,1.0,Computer Science
drose2,Dustin Rose,4.0,Computer Science + Astronomy
dross2,Derek Ross,4.5,Hospitality Management
droy2,Darrell Roy,3.0,Management
dru2,Dominic Ruiz,3.5,Operations Management
dru3,Deborah Ruiz,3.5,Agronomy
dsa2,David Sanders,5.0,Hospitality Management
dsanc2,David Sanchez,4.0,Computer Science + Physics
dscot2,Dana Scott,2.5,Nuclear
dscott2,Daniel Scott,3.5,Learning & Education Studies
dsell2,Donald Sellers,3.0,Accountancy
dsex2,Daniel Sexton,5.0,Electrical Engineering
dsext2,Deborah Sexton,3.5,Human Development & Family Studies
dsi2,Debra Singleton,4.5,Special Education
dsi3,Dawn Simmons,4.5,Kinesiology
dsilv2,Diane Silva,3.0,Information Systems
dsmi2,Daniel Smith,3.5,Agricultural & Biological Engineering
dsmit2,Dylan Smith,4.5,Architectural Studies
dsmit3,Darrell Smith,4.5,Business + Data Science
dsmith2,Derek Smith,1.0,Marketing
dsmith4,David Smith,3.0,Plant Biotechnology
dsmith5,David Smith,4.0,Finance
dsmith6,Derrick Smith,1.0,Materials Science & Engineering
dsno2,Danny Snow,2.5,Neural Engineering
dsparks2,David Sparks,3.0,Special Education
dspence2,Diana Spencer,4.0,Middle Grades Education
dst2,Daniel Steele,1.0,Food Science
dstaffo2,Daniel Stafford,4.0,Operations Management
dste2,Drew Stewart,2.0,Dance
dste3,Donna Stewart,1.0,Advertising
dstein2,Dillon Stein,2.5,Aerospace Engineering
dsto2,Daniel Stokes,5.0,Marketing
dstone2,David Stone,4.5,Civil Engineering
dstu2,Daniel Stuart,1.0,Media & Cinema Studies
dsuar2,Dawn Suarez,1.0,Kinesiology
dsw2,Douglas Swanson,3.0,Agricultural & Consumer Economics
dswans2,David Swanson,1.0,Bioengineering
dswe2,David Sweeney,4.0,Business + Data Science
dtay2,Daniel Taylor,3.5,Bioengineering
dth2,Dylan Thomas,2.0,Agronomy
dth3,Douglas Thomas,1.5,Journalism
dtho2,Daniel Thomas,1.5,Hospitality Management
dtho3,David Thomas,3.0,Plant Biotechnology
dtho4,David Thomas,2.0,Architectural Studies
dthom2,David Thompson,5.0,Finance + Data Science
dthom3,David Thomas,3.5,Chemistry
dthomas2,Deanna Thomas,2.0,Neural Engineering
dthomas3,Diana Thomas,1.0,Agricultural & Consumer Economics
dthomas4,Donna Thomas,4.5,Special Education
dthomps2,Debra Thompson,2.0,Systems Engineering & Design
dto2,David Torres,2.5,Journalism
dtorre2,Desiree Torres,2.0,Athletic Training
dtr2,Dawn Trujillo,1.0,Aerospace Engineering
dtra2,Danielle Tran,1.5,Nutrition and Health
dtu2,Danielle Turner,2.0,Nuclear
dturner2,Dennis Turner,5.0,Media & Cinema Studies
dvas2,David Vasquez,5.0,Learning & Education Studies
dvasq2,Daniel Vasquez,4.5,Accountancy
dvasqu2,Danielle Vasquez,5.0,Environmental Engineering
dwa2,Daniel Washington,5.0,Management
dwal2,Debra Walters,1.5,Environmental Engineering
dwal3,Deborah Walsh,5.0,Agricultural & Biological Engineering
dwang2,Derrick Wang,3.5,Bioengineering
dwats2,David Watson,2.5,Kinesiology
dweave2,Daniel Weaver,2.5,Middle Grades Education
dwells2,Dana Wells,1.0,Computer Science + Crop Sciences
dwhi2,Donna White,1.5,Computer Science + Music
dwhi3,Daniel White,1.5,Secondary Education
dwhite2,Desiree White,1.5,Computer Science + Physics
dwil2,Deborah Wilkerson,1.0,Computer Science
dwil3,David Williams,4.5,Dietetics and Nutrition
dwilke2,Daniel Wilkerson,3.5,Physics
dwill2,Donna Williamson,3.5,Supply Chain Management
dwilli2,David Williams,4.5,Computer Science + Advertising
dwilli3,Douglas Williams,4.0,Early Childhood Education
dwillia2,Derrick Williams,1.5,Systems Engineering & Design
dwilso2,Debra Wilson,1.5,Civil Engineering
dwon2,Dustin Wong,3.0,Computer Science + Animal Sciences
dwood2,Darlene Woods,2.0,Finance
dwr2,Denise Wright,1.0,Bioengineering
dwyatt2,Dana Wyatt,4.0,Elementary Education
dzunig2,Diana Zuniga,1.5,Computer Science + Astronomy
ead2,Emma Adams,4.0,Environmental Engineering
eada2,Elizabeth Adams,3.5,Chemical Engineering
eadki2,Edwin Adkins,4.5,Computer Science + Crop Sciences
eallen2,Eric Allen,5.0,Human Development & Family Studies
earm2,Elizabeth Armstrong,5.0,Computer Science
eba2,Elizabeth Bailey,3.0,Strategy
eba3,Elizabeth Bates,5.0,Finance
ebaker2,Elaine Baker,2.5,Information Sciences + Data Science
ebec2,Evan Beck,4.5,Sustainable Design
ebr2,Elizabeth Bridges,5.0,Chemical Engineering
ebri2,Emily Bright,2.0,Mechanical Engineering
ebryant2,Emily Bryant,3.0,Media & Cinema Studies
ebuck2,Elizabeth Buck,2.0,Strategy
ebutl2,Elizabeth Butler,3.5,Civil Engineering
ecamp2,Eric Campbell,2.0,Media & Cinema Studies
ecastr2,Elizabeth Castro,1.5,Industrial Engineering
echa2,Edward Chavez,4.5,Aerospace Engineering
echan2,Elizabeth Chan,3.5,Journalism
echoi2,Elizabeth Choi,4.0,Special Education
eclar2,Evelyn Clark,2.5,Accountancy
ecol2,Emily Collier,1.5,Computer Science + Astronomy
ecruz2,Elizabeth Cruz,3.5,Physics
ecruz3,Erica Cruz,2.0,Computer Science + Animal Sciences
eda2,Emma Daniel,4.5,Electrical Engineering
edaniel2,Edwin Daniels,3.0,Business + Data Science
edavis2,Eric Davis,1.5,Sustainability in Food & Environmental Systems
eday2,Eric Day,2.5,Dietetics and Nutrition
edu2,Erica Duncan,2.5,Information Systems
edu3,Emily Dunn,3.0,Neural Engineering
eev2,Edward Evans,3.0,Innovation
eevan2,Eric Evans,4.5,Business + Data Science
eevans2,Emily Evans,1.0,Accountancy + Data Science
eevans3,Ellen Evans,4.0,Accountancy
eewing2,Erica Ewing,3.0,Innovation
efishe2,Earl Fisher,2.0,Nuclear
eflo2,Erin Flores,4.5,Finance
eflore2,Eric Flores,1.0,Mechanical Engineering
efox2,Emily Fox,4.5,Sustainable Design
egarcia2,Ellen Garcia,3.0,Elementary Education
eglas2,Erika Glass,3.0,Accountancy
egome2,Elizabeth Gomez,1.0,Dietetics and Nutrition
egon2,Edward Gonzalez,2.5,Computer Science + Advertising
egr2,Erik Green,4.0,Accountancy
eha2,Erin Hardy,3.0,Computer Science + Advertising
ehall2,Edward Hall,5.0,Computer Science + Astronomy
ehar2,Eric Harvey,4.5,Food Science
ehar3,Emily Harris,4.5,Computer Science + Advertising
eharr2,Elizabeth Harris,4.0,Middle Grades Education
eharr3,Elizabeth Harrison,4.5,Food Science
ehigg2,Eduardo Higgins,1.0,Elementary Education
ehill2,Elizabeth Hill,5.0,Nuclear
eho2,Elizabeth Hoffman,2.0,Human Development & Family Studies
eholt2,Evan Holt,1.5,Engineering Mechanics
ehor2,Erica Horn,2.0,Computer Science + Music
ehoward2,Eric Howard,2.5,Computer Science + Crop Sciences
ehuf2,Erin Huffman,3.0,Athletic Training
ejo2,Erin Jones,1.0,Sustainable Design
ejo3,Elizabeth Johns,3.5,Finance + Data Science
ejoh2,Elizabeth Johnson,1.0,Human Development & Family Studies
ejoh3,Elizabeth Johnson,1.5,Aerospace Engineering
ejohnso2,Edward Johnson,3.0,Nuclear
ejones2,Eric Jones,2.0,Sustainable Design
ekelly2,Eric Kelly,3.5,Accountancy
ekelly3,Eddie Kelly,1.0,Media & Cinema Studies
ekhan2,Emily Khan,4.0,Industrial Engineering
ekim2,Elizabeth Kim,1.5,Materials Science & Engineering
elane2,Erica Lane,1.0,Advertising
elin2,Erin Lindsey,3.5,Supply Chain Management
eliving2,Emily Livingston,1.0,Geology
elogan2,Eric Logan,1.0,Supply Chain Management
elopez2,Eric Lopez,2.5,Journalism
elove2,Erica Love,4.0,Materials Science & Engineering
emadde2,Edward Madden,3.0,Special Education
emar2,Eduardo Martinez,1.0,Finance + Data Science
emar3,Edward Martinez,2.0,Nutrition and Health
emar4,Erika Marsh,1.5,Agricultural & Biological Engineering
emarti2,Elizabeth Martin,1.0,Hospitality Management
emartin2,Eric Martin,4.0,Innovation
emason2,Edward Mason,4.5,Nutrition and Health
emays2,Edward Mays,5.0,Aerospace Engineering
emedi2,Edwin Medina,3.0,Computer Science + Music
emey2,Elizabeth Meyer,2.0,Agronomy
emiddl2,Eric Middleton,5.0,Neural Engineering
emil2,Elizabeth Mills,3.5,Geology
emile2,Eduardo Miles,2.5,Engineering Technology & Management for Agricultural Systems
emille2,Evelyn Miller,2.5,Advertising
emitc2,Elizabeth Mitchell,2.0,Mechanical Engineering
emitch2,Edward Mitchell,3.5,Computer Science + Animal Sciences
emitche2,Erin Mitchell,2.0,Computer Science
emonr2,Elizabeth Monroe,3.5,Human Development & Family Studies
emoor2,Emily Moore,1.5,Innovation
emoore2,Emily Moore,4.5,Computer Science + Bioengineering
emoss2,Emily Moss,5.0,Computer Science + Advertising
enash2,Elizabeth Nash,3.0,Athletic Training
enguy2,Eric Nguyen,1.5,Innovation
eobrie2,Elizabeth Obrien,5.0,Hospitality Management
eodonn2,Ellen Odonnell,1.5,Bioengineering
eol2,Eric Oliver,4.0,Business + Data Science
eoliver2,Emma Oliver,5.0,Agricultural & Consumer Economics
eoroz2,Erica Orozco,4.0,Teaching - Middle Grades Education
epatton2,Emily Patton,2.5,Bioengineering
epennin2,Emily Pennington,2.0,Nuclear
eperk2,Eric Perkins,3.5,Chemical Engineering
eprin2,Elizabeth Prince,1.5,Agricultural & Biological Engineering
era2,Eric Randolph,2.5,Marketing
eramire2,Edgar Ramirez,2.5,Accountancy + Data Science
eray2,Emily Ray,2.0,Media & Cinema Studies
erich2,Eduardo Richard,4.5,Architectural Studies
erichar2,Erica Richards,4.0,Computer Science + Advertising
eriver2,Erin Rivera,3.0,Computer Science + Crop Sciences
ero2,Erin Robinson,5.0,Aerospace Engineering
erodri2,Erin Rodriguez,2.0,Physics
eroge2,Erin Rogers,2.5,Operations Management
eromero2,Elizabeth Romero,1.0,Civil Engineering
eros2,Emily Rose,4.0,Nutrition and Health
eros3,Eric Rose,1.5,Nutrition and Health
erot2,Emily Roth,3.5,Biochemistry
eruiz2,Elizabeth Ruiz,5.0,Early Childhood Education
erusso2,Ernest Russo,2.5,Special Education
esal2,Eric Salinas,1.0,Materials Science & Engineering
esanf2,Eric Sanford,2.0,Bioengineering
esc2,Eugene Schneider,2.5,Learning & Education Studies
eschm2,Emily Schmidt,2.0,Agronomy
escott2,Elizabeth Scott,3.5,Human Development & Family Studies
esha2,Ernest Shaffer,2.5,Physics
esheph2,Erin Shepherd,5.0,Agricultural & Biological Engineering
esm2,Elizabeth Smith,1.5,Electrical Engineering
esma2,Erica Small,3.5,Finance + Data Science
esnyd2,Erica Snyder,3.5,Computer Science
estephe2,Elizabeth Stephenson,1.5,Electrical Engineering
esuarez2,Eric Suarez,3.5,Chemical Engineering
etapia2,Evan Tapia,2.5,Aerospace Engineering
etayl2,Erin Taylor,1.5,Early Childhood Education
etayl3,Erik Taylor,3.5,Computer Science + Physics
etaylo2,Edward Taylor,1.5,Computer Science + Animal Sciences
eter2,Emily Terry,3.5,Strategy
ethom2,Eric Thompson,5.0,Teaching - Middle Grades Education
ethomas2,Emily Thomas,3.0,Learning & Education Studies
eturne2,Emily Turner,2.5,Biochemistry
evalen2,Ethan Valenzuela,1.0,Computer Science + Crop Sciences
evazq2,Emma Vazquez,3.0,Secondary Education
ewalk2,Elizabeth Walker,1.5,Computer Science + Animal Sciences
ewar2,Erin Ward,3.0,Teaching - Middle Grades Education
ewarr2,Elizabeth Warren,4.5,Accountancy
ewhit2,Eric White,3.5,Architectural Studies
ewhite2,Edward White,3.5,Strategy
ewi2,Elizabeth Williams,1.0,Agricultural & Biological Engineering
ewi3,Elizabeth Wilson,3.0,Strategy
ewilk2,Emily Wilkins,5.0,Industrial Engineering
ewilli2,Elizabeth Williams,1.0,Business + Data Science
ewils2,Emily Wilson,1.5,Environmental Engineering
fbaker2,Faith Baker,1.0,Sustainable Design
fbate2,Frederick Bates,4.0,Physics
fbutle2,Felicia Butler,4.0,Sustainable Design
fcollie2,Frances Collier,5.0,Sustainability in Food & Environmental Systems
fcox2,Fernando Cox,2.5,Architectural Studies
fdavis2,Felicia Davis,1.5,Systems Engineering & Design
fesp2,Francisco Esparza,1.5,Engineering Technology & Management for Agricultural Systems
ffa2,Frank Farrell,4.5,Nuclear
ffl2,Frank Flores,5.0,Computer Science + Astronomy
fho2,Frank Holt,1.0,Plant Biotechnology
fho3,Frank Horton,2.5,Agronomy
fjackso2,Frank Jackson,2.5,Finance
